Store;DSM;Div;Mall;Address;City;State;Zip;Country;Phone
5702;6209;Claires;WEST RIDGE MALL;1801 S.W. WANAMAKER RD., E-7;TOPEKA;KS;66604;USA;785 273 7421
5703;7211;Claires;PUEBLO MALL;3535 DILLON DR.;PUEBLO;CO;81008;USA;719 545 3634
5704;7102;Claires;CAPITAL MALL;625 BLACK LAKE BLVD SUITE 261;OLYMPIA;WA;98502;USA;360 352 5881
5705;7206;Claires;RIMROCK MALL;300 SOUTH 24TH ST. WEST #A11;BILLINGS;MT;59102;USA;406 656 6773
5706;4203;Claires;SUSQUEHANNA VALLEY MALL;1 SUSQUEHANNA VALLEY MALL #H6;SELINGSGROVE;PA;17870;USA;570 374 5381
5707;4204;Claires;BERKSHIRE-WYOMISSING;1665 BERN RD.;WYOMISSING;PA;19610;USA;610 373 7661
5708;5208;Claires;HALLCREST PLAZA;445 HWY 46 SOUTH;DICKSON;TN;37055;USA;615 740 7917
5711;6105;Claires;TRENTON CROSSING;7600 N 10TH STREET;MCALLEN;TX;78504;USA;956 682 2564
5712;5206;Claires;CARY TOWNE CENTER;1105 WALNUT ST. #G 130;CARY;NC;27511;USA;919 460 1055
5715;6105;Claires;RIO GRANDE VALLEY P.O.;5001 EAST US EXPRESSWAY 83;MERCEDES;TX;78570;USA;956 514 1413
5719;5215;Claires;THE MALL @ JOHNSON CITY;2011 N. ROAN ST. SUITE #18;JOHNSON CITY;TN;37601;USA;423 282 0881
5721;4121;Claires;NORTHGATE MALL CINCINNATTI;9501 COLERAIN AVE SPC 214;CINCINNATI;OH;45251;USA;513 385 6817
5722;7106;Claires;CHICO MALL;1950 E. 20TH ST., SPACE C-315;CHICO;CA;95928;USA;530 891 8733
5726;6110;Claires;COLLIN CREEK;811 N. CENTRAL EXPSY. SP. 2065;PLANO;TX;75075;USA;972 422 7266
5727;4302;Claires;NEWPORT CENTRE;30 MALL DRIVE WEST;JERSEY CITY;NJ;07310;USA;201 626 5150
5728;6002;Claires;VALLEY PLAZA MALL;2701 MING AVENUE SPACE C-20;BAKERSFIELD;CA;93304;USA;661 835 8077
5729;7210;Claires;BOISE TOWN SQUARE;350 N. MILWAUKEE ST  SPC#1171;BOISE;ID;83704;USA;208 376 0080
5730;4124;Claires;NEW TOWNE MALL;400 MILL AVE. S.E., SP. 701;NEW PHILADELPHIA;OH;44663;USA;330 339 4661
5731;6106;Claires;ROLLING OAKS MALL;6909 N. LOOP 1604 EAST, #2065;SAN ANTONIO;TX;78247;USA;210 651 5177
5732;7101;Claires;BELLIS FAIR;#1 BELLIS FAIR PARKWAY, SP 222;BELLINGHAM;WA;98226;USA;360 647 2481
5734;7212;Claires;HERITAGE MALL;1915 SE 14TH AVENUE, SP. D407;ALBANY;OR;97321;USA;541 928 4441
5736;4316;Claires;WST-SUNRISE;969 SUNRISE MALL;MASSAPEQUA;NY;11758;USA;516 795 2224
5740;6201;Claires;PARK PLAZA;6000 W. MARKHAM SPACE 3040;LITTLE ROCK;AR;72205;USA;501 663 0146
5743;6105;Claires;SUNLAND PARK MALL;750 SUNLAND PARK DR., SP. M-6;EL PASO;TX;79912;USA;915 584 9506
5744;6106;Claires;THE FORUM AT OLYMPIA PKWY;8332 AGORA PARKWAY #140;SELMA;TX;78154;USA;210 659 6234
5746;5009;Claires;KENNEDY MALL;555 JOHN F KENNEDY RD UNIT262;DUBUQUE;IA;52002;USA;563 583 7601
5748;4123;Claires;BEAVER VALLEY MALL;265 BEAVER VALLEY MALL;MONACA;PA;15061;USA;724 775 6541
5749;7017;Claires;VILLAGE POINTE;17305 DAVENPORT STREET;OMAHA;NE;68118;USA;402 289 0803
5750;7206;Claires;SOUTHGATE MALL-MISSOULA;2901 BROOKS ST. SPACE D3;MISSOULA;MT;59801;USA;406 549 4347
5752;7102;Claires;SOUTH HILL MALL;3500 S. MERIDIAN, SPACE 620;PUYALLUP;WA;98373;USA;253 840 3583
5754;5309;Claires;ALBANY MALL;2601 DAWSON ROAD, SPACE E48;ALBANY;GA;31707;USA;229 434 0272
5755;4326;Claires;HARFORD MALL;676A BEL AIR RD.;BEL AIR;MD;21014;USA;410 838 0016
5758;4107;Claires;MALL OF MONROE;2121 N. MONROE ST., UNIT 265;MONROE;MI;48161;USA;734 242 2564
5759;6212;Claires;EAST HILLS S.C.;3702 FREDRICK BLVD.;ST. JOSPEH;MO;64506;USA;816 232 5588
5761;4328;Claires;SOUTHPARK MALL;62 SOUTH PARK CIRCLE;COLONIAL HEIGHTS;VA;23834;USA;804 520 7135
5762;5215;Claires;ASHEVILLE MALL;3 SOUTH TUNNEL RD. SUITE #M-04;ASHEVILLE;NC;28805;USA;828 298 7836
5764;6106;Claires;INGRAM PARK MALL;6301 NORTHWEST LOOP 410;SAN ANTONIO;TX;78238;USA;210 684 5744
5765;6012;Claires;SAN TAN VILLAGE       SPC116;2268 EAST WILLIAMS FIELD ROAD;GILBERT;AZ;85296;USA;480 857 1372
5766;6110;Claires;VISTA RIDGE MALL;2400 S. STEMMONS FRWY.SP.#2074;LEWISVILLE;TX;75067;USA;972 315 3265
5768;5305;Claires;PORT CHARLOTTE TOWN CTR;1441 TAMIAMI TRAIL, ROOM #941;PORT CHARLOTTE;FL;33948;USA;941 627 6666
5770;4324;Claires;WST-GARDEN STATE PLAZA;1 GARDEN STATE PLAZA BLVD 1210;PARAMUS;NJ;07652;USA;201 712 0815
5771;5203;Claires;OGLETHORPE MALL;7804 ABERCORN STREET;SAVANNAH;GA;31406;USA;912 355 6006
5772;6206;Claires;CENTRAL MALL-TEXARKANA;2400 RICHMOND RD SPACE #93;TEXARKANA;TX;75503;USA;903 838 6048
5775;6107;Claires;HILL COUNTRY GALLERIA;12701 HILL COUNTRY BLVD;VILLAGE OF BEE CAVE;TX;78738;USA;512 263 8327
5776;6111;Claires;TOWN EAST MALL;2063 TOWN EAST MALL STE 2236;MESQUITE;TX;75150;USA;972 681 1620
5777;5201;Claires;CHESAPEAKE SQUARE;4200 PORTSMOUTH BLVD., RM. 232;CHESAPEAKE;VA;23321;USA;757 488 8419
5780;7101;Claires;CASCADE MALL;201 CASCADE MALL DRIVE  A-14;BURLINGTON;WA;98233;USA;360 757 8814
5781;7206;Claires;SILVER LAKE MALL;200 W. HANLEY AVE., STE. A-121;COEUR D'ALENE;ID;83814;USA;208 762 2330
5782;6211;Claires;NORTHWEST ARKANSAS MALL;4201 N. SHILOH DR., SPACE 1680;FAYETTEVILLE;AR;72703;USA;479 443 2262
5783;7208;Claires;UNIVERSITY-OREM;SPACE D-63 UNIVERSITY MALL;OREM;UT;84097;USA;801 225 1314
5787;7212;Claires;WST-VANCOUVER;8700 NE VANCOUVER MALL STE 115;VANCOUVER;WA;98662;USA;360 896 1965
5788;7208;Claires;FASHION PLACE;6191 S. STATE STREET;MURRAY;UT;84107;USA;801 265 9153
5789;6112;Claires;BRAZOS TOWN CENTER;23820 COMMERCIAL DRIVE;ROSENBURG;TX;77471;USA;281 232 3802
5792;6012;Claires;FIESTA MALL;1445 W SOUTHERN AVE # 2144;MESA;AZ;85202;USA;480 644 9501
5793;6004;Claires;OTAY RANCH TOWN CENTER;2015 BIRCH ROAD SPC # 507;CHULA VISTA;CA;91915;USA;619 482 1618
5794;4327;Claires;MORGANTOWN MALL;9711 MALL ROAD;MORGAN TOWN;WV;26501;USA;304 983 6760
5795;4328;Claires;ST. CHARLES TOWNE CENTER;11110 MALL CIRCLE SECT G;WALDORF;MD;20603;USA;301 705 8008
5796;4317;Claires;FREEHOLD RACEWAY MALL;3710 ROUTE 9, SPC.B-222;FREEHOLD;NJ;07728;USA;732 462 5954
5798;4327;Claires;ASHLAND TOWN CENTER;500 WINCHESTER AVE. STE 568;ASHLAND;KY;41105;USA;606 324 4343
5799;4203;Claires;YORK GALLERIA;2899 WHITEFORD ROAD;YORK;PA;17402;USA;717 840 1033
5800;6007;Claires;DESERT HILLS PREMIUM OUTLETS;48400 SEMINOLE DRIVE;CABAZON;CA;92230;USA;951 849 4308
5803;6109;Claires;WEATHERFORD MARKETPLACE;138 EAST INTERSTATE 20;WEATHERFORD;TX;76087;USA;817 599 3536
5804;6104;Claires;CORONADO CENTER;6600 MENAUL NE, SUITE #D-002;ALBUQUERQUE;NM;87110;USA;505 884 7284
5805;5208;Claires;RIVERGATE MALL;1000 RIVERGATE PKWY SPC #1630;GOODLETTSVILLE;TN;37072;USA;615 851 3695
5806;4308;Claires;LAKEFOREST;701 RUSSELL AVENUE;GAITHERSBURG;MD;20877;USA;301 963 7488
5808;5310;Claires;DECATUR MALL;1801 BELTLINE RD. SW, SP#B-8;DECATUR;AL;35603;USA;256 340 9470
5812;6011;Claires;CHRISTOWN SPECTRUM MALL;1644 WEST MONTEBELLO   #5;PHOENIX;AZ;85015;USA;602 249 6330
5813;5309;Claires;THE AVENUES;10300 SOUTHSIDE BLVD SPC 2476A;JACKSONVILLE;FL;32256;USA;904 363 9825
5816;5215;Claires;KINGSPORT TOWN CENTER;2101 FORT HENRY DR., SP#E-29;KINGSPORT;TN;37664;USA;423 246 7155
5819;6201;Claires;THE MALL @ BARNES CROSSING;1001 BARNES CROSSING RD SPC323;TUPELO;MS;38804;USA;662 844 3044
5820;5005;Claires;LINCOLNWOOD TOWN CENTER;3333 WEST TOUHY AVE. SP#C02A;LINCOLNWOOD;IL;60712;USA;847 674 7114
5821;5305;Claires;TYRONE SQUARE;6753 TYRONE SQUARE;ST. PETERSBURG;FL;33710;USA;727 345 0040
5822;6008;Claires;CITADEL OUTLETS;100 CITADEL DRIVE SUITE 109;COMMERCE;CA;90040;USA;323 724 3384
5825;7208;Claires;LAYTON HILLS MALL;1201 N.HILL FIELD RD STE#1012;LAYTON;UT;84041;USA;801 547 0672
5826;7106;Claires;YUBA SUTTER MALL;1165 - T COLUSA AVE.;YUBA CITY;CA;95992;USA;530 674 9480
5827;5202;Claires;COLUMBIANA CENTRE;100 COLUMBIANA CIRCLE,SPC 1292;COLUMBIA;SC;29212;USA;803 732 1806
5829;4210;Claires;DESTINY USA;1 DESTINY USA DRIVE SPC E205;SYRACUSE;NY;13204;USA;315 466 2703
5830;6008;Claires;WST-CULVER CITY;136 FOX HILLS MALL;CULVER CITY;CA;90230;USA;310 398 8073
5831;7102;Claires;TACOMA MALL;4502 S. STEELE SUITE 137;TACOMA;WA;98409;USA;253 472 4257
5832;4217;Claires;THE SHOPPES @ BUCKLAND HS;194 BUCKLAND HILLS DR  #1172;MANCHESTER;CT;06040;USA;860 644 8807
5833;5005;Claires;NORTHFIELD SQUARE;1600 STATE ROUTE 50, ROOM 114;BOURBONNAIS;IL;60914;USA;815 935 5013
5834;5307;Claires;DESOTO SQUARE;303 U.S. 301 BLVD. W. #117;BRADENTON;FL;34205;USA;941 747 6489
5835;5007;Claires;NORTHLAND PLAZA;2572 SYCAMORE ROAD;DEKALB;IL;60115;USA;815 758 3969
5836;5203;Claires;ASHLEY PARK;330 NEWMAN CROSSING BYPASS;NEWNAN;GA;30263;USA;770 251 4395
5839;7206;Claires;NORTHTOWN-SPOKANE;4750 N DIVISION  STE 288;SPOKANE;WA;99207;USA;509 484 3669
5840;4204;Claires;PROMENDADE SHOPS SAUCON VALLEY;2845 CENTER VALLEY PKWY #430;CENTER VALLEY;PA;18034;USA;610 797 3885
5841;4125;Claires;SHENANGO VALLEY MALL;3349 E. STATE STREET;HERMITAGE;PA;16148;USA;724 981 1477
5843;5310;Claires;COLONIAL PROM. FULTONDALE;3477 LOWERY PKWY SPC#145;FULTONDALE;AL;35068;USA;205 808 5028
5844;6003;Claires;RED CLIFFS MALL;1750 E. RED CLIFFS DR. SPC#199;ST. GEORGE;UT;84790;USA;435 628 6496
5846;4124;Claires;GREAT LAKES MALL;7850 MENTOR AVE., SPC #732;MENTOR;OH;44060;USA;440 255 5513
5847;5311;Claires;EASTERN SHORE CENTRE;30500 STATE HWY 181;SPANISH FORT;AL;36527;USA;251 625 1146
5849;6012;Claires;SUPERSTITION SPRINGS P.C.;6555 E. SOUTHERN AVE.;MESA;AZ;85206;USA;480 641 0268
5850;7106;Claires;MT. SHASTA MALL;900 DANA DR. SUITE #B39;REDDING;CA;96003;USA;530 223 4435
5857;7014;Claires;ABERDEEN MALL;3315 6TH AVENUE,S.E. STE.56;ABERDEEN;SD;57401;USA;605 225 9147
5858;4210;Claires;TOWNE CENTER AT WEBSTER;1028 RIDGE ROAD   SPC #119;WEBSTER;NY;14580;USA;585 872 6280
5863;4110;Claires;MALL AT PARTRIDGE CREEK;17460 HALL RD. SPC # 152A;CLINTON TOWNSHIP;MI;48038;USA;586 263 5938
5864;6206;Claires;LOUISIANA BOARDWALK;517 BOARDWALK BLVD;BOSSIER CITY;LA;71111;USA;318 549 3153
5868;6105;Claires;BASSETT CENTER;6101 GATEWAY BLVD STE 515;EL PASO;TX;79925;USA;915 778 9114
5870;5203;Claires;SOUTHLAKE MALL;1213 SOUTHLAKE MALL;MORROW;GA;30260;USA;770 960 0448
5871;4219;Claires;PHEASANT LANE MALL;310 DANIEL WEBSTER HWHY.;NASHUA;NH;03063;USA;603 888 5138
5877;4306;Claires;DEPTFORD MALL;1750 DEPTFORD CTR ROAD # 1214;DEPTFORD;NJ;08096;USA;856 384 6047
5880;4219;Claires;STEEPLEGATE MALL;270 LOUDON RD., SPC.#580;CONCORD;NH;03301;USA;603 224 1244
5881;4105;Claires;BIRCHWOOD MALL;4350 24TH AVENUE;FORT GRATIOT;MI;48059;USA;810 385 7090
5882;6002;Claires;VISALIA MALL;2173 S. MOONEY BLVD SPACE 1700;VISALIA;CA;93277;USA;559 636 8339
5883;5203;Claires;HOUSTON COUNTY GALLERIA;2922 WATSON BLVD;CENTERVILLE;GA;31028;USA;478 953 7727
5888;4204;Claires;STROUD MALL;334 STROUD MALL ROAD #454;STROUDSBURG;PA;18360;USA;570 476 6641
5889;5001;Claires;WEST TOWNE MALL;128 WEST TOWNE MALL, #C-80;MADISON;WI;53719;USA;608 833 2847
5890;5215;Claires;BRADLEY SQUARE MALL;200 NW PAUL HUFF HWY., SP.219;CLEVELAND;TN;37312;USA;423 478 5060
5892;5202;Claires;VILLAGE AT SANDHILL;470- 13 TOWN CTR;COLUMBIA;SC;29229;USA;803 699 9277
5895;7210;Claires;WHITE MOUNTAIN MALL;2441 FOOTHILL BLVD.  SPC #137;ROCK SPRINGS;WY;82901;USA;307 382 6318
5896;4105;Claires;BAY CITY MALL;4101 WILDER RD. SPC B225;BAY CITY;MI;48706;USA;989 684 3998
5897;7016;Claires;MALL OF AMERICA;179 E BROADWAY;BLOOMINGTON;MN;55425;USA;952 854 5504
5900;6109;Claires;HEARTLAND MALL;300 EARLY BLVD   SPC. #33;EARLY;TX;76801;USA;325 643 5949
5901;5002;Claires;MAYFAIR MALL;2500 N. MAYFAIR RD.  SPC. #622;WAUWATOSA;WI;53226;USA;414 774 5886
5902;4306;Claires;MOORESTOWN MALL;RT. 38 LENOLA  SPC. #1495;MOORESTOWN;NJ;08057;USA;856 231 1551
5909;7016;Claires;SOUTHDALE CENTER;36 SOUTHDALE CENTER   2750B;EDINA;MN;55435;USA;952 927 8876
5911;5001;Claires;PARADISE PAVILION;1440 SOUTH MAIN STREET;WEST BEND;WI;53095;USA;262 338 8221
5913;6004;Claires;IMPERIAL VALLEY MALL;3451 S. DOGWOOD AVE;EL CENTRO;CA;92243;USA;760 336 3877
5916;5207;Claires;ROCK HILL GALLERIA;2301 DAVE LYLE BLVD;ROCK HILL;SC;29730;USA;803 366 1729
5918;5310;Claires;PINNACLE AT TUTWILER FARM;5030 PINNACLE SQUARE SPC # 108;BIRMINGHAM;AL;35235;USA;205 655 6391
5919;5308;Claires;MERRITT SQUARE MALL;777 E. MERRITT ISLAND # 354;MERRITT ISLAND;FL;32952;USA;321 454 4641
5920;6201;Claires;OLD HICKORY MALL;2021 N HIGHLAND, UNIT A1;JACKSON;TN;38305;USA;731 668 9209
5923;5002;Claires;GURNEE MILLS;6170 W GRAND AVE  SPACE 611;GURNEE;IL;60031;USA;847 855 0036
5928;4218;Claires;THE HANOVER MALL;1775 WASHINGTON ST   SUITE 227;HANOVER;MA;02339;USA;781 829 8871
5929;7015;Claires;CEDAR MALL;2900 S MAIN E. #9 SUITE D;RICE LAKE;WI;54868;USA;715 234 5766
5930;5207;Claires;BIRKDALE VILLAGE;16926-B BIRKDALE COMMONS PKWY;HUNTERSVILLE;NC;28078;USA;704 895 1311
5931;4328;Claires;CHARLOTTESVILLE FASH.SQ.;1585 RIO ROAD;CHARLOTTESVILLE;VA;22901;USA;434 973 1261
5933;4218;Claires;WESTGATE MALL-BROCKTON;200 WESTGATE DRIVE, SPACE 11;BROCKTON;MA;02301;USA;508 587 3561
5935;4105;Claires;MIDLAND MALL;6800 EASTMAN AVE SUITE 556;MIDLAND;MI;48640;USA;989 832 6166
5937;5205;Claires;WESTGATE MALL-SPARTANBURG;205 WEST BLACKSTOCK RD BX 420;SPARTANBURG;SC;29301;USA;864 587 6169
5939;7015;Claires;RIVER HILLS MALL;1850 ADAMS  SPACE 142;MANKATO;MN;56001;USA;507 387 7903
5940;7101;Claires;KITSAP MALL;10315 SILVERDALE WAY NORTHWEST;SILVERDALE;WA;98383;USA;360 698 7445
5941;6003;Claires;CENTENNIAL CENTER;7991 W. TROPICAL PARKWAY;LAS VEGAS;NV;89149;USA;702 645 6029
5943;5207;Claires;CAROLINA PLACE;11025 CAROLINA PL PKWY SP.A-19;PINEVILLE;NC;28134;USA;704 541 0462
5945;5210;Claires;TOWN CENTER AT COBB;400 ERNST BARETT W. PKWY;KENNESAW;GA;30144;USA;770 426 8681
5946;6007;Claires;VICTORIA GARDENS;12544 NORTH MAIN STREET;RANCHO CUCAMONGA;CA;91739;USA;909 646 8457
5947;5304;Claires;SAWGRASS MILLS;NW 136TH AVENUE #1213;SUNRISE;FL;33323;USA;954 835 9336
5948;6205;Claires;TANGER O.C. HOUSTON;5885 GULF FREEWAY SUITE 335;TEXAS CITY;TX;77591;USA;281 337 8927
5950;5303;Claires;AVENTURA MALL;19575 BISCAYNE BLVD. SPC #1289;N. MIAMI BEACH;FL;33180;USA;305 935 5283
5952;7111;Claires;SUNVALLEY;309 B SUNVALLEY MALL;CONCORD;CA;94520;USA;925 827 0964
5953;4212;Claires;WST-CONNECTICUT POST;1201 BOSTON POST RD SPACE 2066;MILFORD;CT;06460;USA;203 878 9432
5954;4219;Claires;THE MALL @ ROCKINGHAM PK;99 ROCKINGHAM   STE 1137;SALEM;NH;03079;USA;603 898 0915
5956;7102;Claires;KENT STATION;437 RAMSEY WAY;KENT;WA;98032;USA;253 859 8100
5957;6008;Claires;WEST COVINA;621 PLAZA DRIVE;WEST COVINA;CA;91790;USA;626 960 5888
5961;4204;Claires;LEHIGH VALLEY MALL;263 LEHIGH VALLEY MALL;WHITEHALL;PA;18052;USA;610 264 8012
5963;4213;Claires;BANGOR MALL;663 STILLWATER AVE;BANGOR;ME;04401;USA;207 942 2562
5966;6011;Claires;TANGER O.C. GLENDALE;6800 N.95TH AVE SUITE 855;GLENDALE;AZ;85305;USA;623 772 5576
5967;7206;Claires;PALOUSE MALL;2048 W PULLMAN ROAD;MOSCOW;ID;83843;USA;208 882 8247
5968;6212;Claires;WARD PARKWAY CENTER;8600 WARD PARKWAY CENTER;KANSAS CITY;MO;64114;USA;816 523 0955
5969;6214;Claires;CHESTERFIELD MALL;248 CHESTERFIELD MALL #404;ST. LOUIS;MO;63017;USA;636 532 5445
5970;7017;Claires;OAK VIEW MALL;3001 S. 144TH STREET;OMAHA;NE;68144;USA;402 333 9263
5972;4203;Claires;HARRISBURG MALL;3601 PAXTON ST  SPC #RE1;HARRISBURG;PA;17111;USA;717 561 0345
5974;6105;Claires;MALL DE LAS AGUILAS;455 S BIBB SPC 404;EAGLE PASS;TX;78852;USA;830 773 3412
5975;4326;Claires;TOWSON TOWN CENTER;825 DULANEY VALLEY RD ST 1120;TOWSON;MD;21204;USA;410 296 7637
5976;5214;Claires;ILLINOIS STAR CENTRE;3000 W DE YOUNG SUITE #268;MARION;IL;62959;USA;618 993 2758
5977;4328;Claires;VIRGINIA CENTER COMMONS;10101 BROOK ROAD  STE 344;GLEN ALLEN;VA;23059;USA;804 266 0697
5981;4308;Claires;TANGER C.O. NATIONAL HARBOR;6800 OXON HILL ROAD SPC 855;OXON HILL;MD;20745;USA;301 567 6729
5982;6105;Claires;SUNRISE-BROWNSVILLE;2370 N EXPRESSWAY;BROWNSVILLE;TX;78526;USA;956 541 5591
5983;7111;Claires;WST-SAN FRANCISCO CTR;865 MARKET ST.  SPACE C40;SAN FRANCISCO;CA;94103;USA;415 495 2425
5986;4105;Claires;GRAND TRAVERSE MALL;3200 S AIRPORT RD W SPC # 524;TRAVERSE CITY;MI;49684;USA;231 947 9075
5989;4123;Claires;MONROEVILLE MALL;RT 22 & MALL DRIVE SPC # 108;MONROEVILLE;PA;15146;USA;412 373 6693
5990;7108;Claires;VINTAGE FAIRE MALL;3401 DALE RD, SPACE Q21;MODESTO;CA;95356;USA;209 544 6884
5991;5214;Claires;MALL ST. MATTHEWS;5000 SHELBYVILLE RD;LOUISVILLE;KY;40207;USA;502 894 9736
5993;4324;Claires;GALLERIA AT CRYSTAL RUN;1 GALLERIA DR. SUITE 20;MIDDLETOWN;NY;10940;USA;845 692 0444
5994;4326;Claires;THE GALL. @ HARBOR PLACE;200 E PRATT  SPACE 334;BALTIMORE;MD;21202;USA;410 539 8593
5995;4328;Claires;POTOMAC MILLS;2700 POTOMAC MILLS CIR STE 725;WOODBRIDGE;VA;22192;USA;703 497 2722
5996;5007;Claires;KENDALL MARKETPLACE;967 ERICA LANE   SPC 5C-2;YORKVILLE;IL;60560;USA;630 553 6923
5997;5205;Claires;GREENWOOD MALL;420-9 HIGHWAY 72 BYPASS;GREENWOOD;SC;29649;USA;864 223 6992
5998;7206;Claires;BUTTE PLAZA;3100 HARRISON AVE;BUTTE;MT;59701;USA;406 494 8115
6000;7101;Claires;VALLEY MALL-UNION GAP;2529 MAIN STREET SUITE 161;UNION GAP;WA;98903;USA;509 457 6474
6001;6002;Claires;PASEO NUEVO;811 C STATE ST.;SANTA BARBARA;CA;93101;USA;805 568 0603
6002;6211;Claires;PINNACLE HILLS PROMENADE;2203 SOUTH PROMENADE BLVD;ROGERS;AR;72758;USA;479 936 7044
6003;4302;Claires;STATEN ISLAND MALL;2655 RICHMOND AVENUE SPC 2230;STATEN ISLAND;NY;10314;USA;718 982 7254
6005;4110;Claires;TWELVE OAKS MALL;27488 NOVI RD;NOVI;MI;48377;USA;248 344 4447
6007;4328;Claires;WILLIAMSBURG PREMIUM;5711 RICHMOND ROAD;WILLIAMSBURG;VA;23188;USA;757 258 1039
6008;4110;Claires;WESTLAND CENTER;35000 W WARREN RD  STE 616;WESTLAND;MI;48185;USA;734 261 0011
6009;5210;Claires;MCINTOSH PLAZA;1109 S PARK ST    SPC 10;CARROLLTON;GA;30117;USA;770 836 8553
6012;4121;Claires;DEERFIELD TOWNE CENTER;5855 DEERFIELD BLVD. D-102;MASON;OH;45040;USA;513 770 0666
6013;6109;Claires;HULEN MALL;4800 S HULEN ST. #2575;FT WORTH;TX;76132;USA;817 370 1788
6014;6112;Claires;ALMEDA MALL;248 ALMEDA MALL;HOUSTON;TX;77075;USA;713 946 5866
6016;7016;Claires;APACHE MALL;1055 APACHE MALL;ROCHESTER;MN;55902;USA;507 281 1605
6018;7209;Claires;NORTHFIELD AT STAPLETON;8340 EAST 49 AVE  SPC # 1670;DENVER;CO;80238;USA;303 375 1165
6019;6112;Claires;WEST OAKS MALL-HOUSTON;245 WEST OAKS MALL;HOUSTON;TX;77082;USA;281 597 0011
6020;4317;Claires;BRUNSWICK SQUARE;755 NEW JERSEY HIGHWAY 18;EAST BRUNSWICK;NJ;08816;USA;732 238 2789
6022;4315;Claires;JUNCTION BLVD;37-60 JUNCTION BLVD;QUEENS;NY;11368;USA;718 458 1506
6023;4306;Claires;OXFORD VALLEY MALL;2300 EAST LINCOLN HWY SPC#122;LANGHORNE;PA;19047;USA;215 752 4790
6025;7108;Claires;FASHION FAIR;657 E SHAW AVE;FRESNO;CA;93710;USA;559 224 4939
6027;4124;Claires;SUMMIT MALL;3265 MARKET STREET;FAIRLAWN;OH;44333;USA;330 864 6821
6029;6006;Claires;GALLERIA AT TYLER;2010 GALLERIA AT TYLER  F202;RIVERSIDE;CA;92503;USA;951 343 0192
6030;4306;Claires;NESHAMINY MALL;603 NESHAMINY MALL;BENSALEM;PA;19020;USA;215 355 1654
6032;4315;Claires;FORDHAM ROAD;260 E. FORDHAM ROAD SPC 260;BRONX;NY;10458;USA;718 220 2049
6035;5311;Claires;GOVERNORS SQUARE MALL;1500 APALACHEE PARKWAY #2400;TALLAHASSEE;FL;32301;USA;850 671 1360
6036;7016;Claires;RIDGEDALE CENTER;12571 WAYZATA #1220;MINNETONKA;MN;55305;USA;952 525 0583
6038;6006;Claires;MORENO VALLEY AT TOWNGATE;22500 TOWNGATE CIRCLE;MORENO VALLEY;CA;92553;USA;951 656 0043
6041;4324;Claires;GALLERIA @ WHITE PLAINS;100 MAIN STREET   #334;WHITE PLAINS;NY;10601;USA;914 686 1821
6042;7208;Claires;VALLEY FAIR MALL;3601 S. 2700 WEST SPC # B-134;WEST VALLEY CITY;UT;84119;USA;801 966 8485
6043;4220;Claires;EMERALD SQUARE;999 S. WASHINGTON ST  #217;NORTH ATTLEBORO;MA;02760;USA;508 699 7004
6048;5207;Claires;NORTHLAKE-CHARLOTTE;6801 NORTH LAKE MALL DRV #295;CHARLOTTE;NC;28216;USA;704 509 9227
6049;4213;Claires;BERLIN MALL;282 BERLIN MALL ROAD UNIT 11;MONTPELIER;VT;05602;USA;802 229 5467
6050;4124;Claires;GREAT NORTHERN;599 GREAT NORTHERN MALL;NORTH OLMSTED;OH;44070;USA;440 979 1250
6052;5208;Claires;NORTHGATE-TULLAHOMA;240 N. JACKSON STREET;TULLAHOMA;TN;37388;USA;931 393 4949
6053;7103;Claires;CEDAR HILLS CROSSING;3205 SW CEDAR HILLS BLVD STE66;BEAVERTON;OR;97005;USA;503 644 9142
6055;5214;Claires;PARKWAY PLAZA;401 MADISON SQUARE DRIVE;MADISONVILLE;KY;42431;USA;270 821 8305
6056;5009;Claires;QUINCY PLACE MALL;1110 QUINCY PLACE - UNIT #62;OTTUMWA;IA;52501;USA;641 682 2110
6058;6106;Claires;NORTH STAR MALL;7400 SAN PEDRO AVE STE# 956;SAN ANTONIO;TX;78216;USA;210 342 0556
6059;4122;Claires;TANGER O.C. JEFFERSONVILLE;8420 FACTORY SHOPS BLVD;JEFFERSONVILLE;OH;43128;USA;740 948 2808
6060;4212;Claires;STAMFORD TOWN CENTER;100 GREYROCK PLACE;STAMFORD;CT;06901;USA;203 323 4483
6061;4217;Claires;ENFIELD SQUARE;I-91 AND HAZARD AVE. #33;ENFIELD;CT;06082;USA;860 741 3778
6062;5309;Claires;VOLUSIA MALL;1700 W INT'L SPEEDWAY SP 356;DAYTONA BEACH;FL;32114;USA;386 253 8912
6063;4308;Claires;TYSONS CORNER CENTER;1961 CHAIN BRIDGE RD;MC LEAN;VA;22102;USA;703 847 5909
6064;5002;Claires;ALGONQUIN COMMONS;1728S RANDALL RD;ALGONQUIN;IL;60102;USA;847 458 0040
6066;7106;Claires;SUNRISE-CITRUS HEIGHTS;6076 SUNRISE MALL;CITRUS HEIGHTS;CA;95610;USA;916 729 0678
6067;4212;Claires;WST-MERIDEN;470 LEWIS AVENUE # 21;MERIDEN;CT;06450;USA;203 235 6229
6068;7206;Claires;GALLATIN VALLEY MALL;2825 W. MAIN;BOZEMAN;MT;59718;USA;406 585 0772
